new_ID,Age,Gender,Grade,TYPEOFSC,shift_school,School transport,Transport_2or3wheelers,Travel_Accompany,Travel-accompany1,Travel-accompany2,TimeSchool,time_school,SchoolHomeTransport,home_schooltransportusual,Returned_Travel_Accompany,Parents_Trust,Cross_road,Allow_Public_Bus,Visit_Friend_Home,Visit_Relatives,Worship_Place,Visit_Shop,Dineout,Visit_Cinema,Friends_Dark,Play_Ground,Play_Score,Went_for_Walk,Went_Concert,Went_Club,Library,Café,Tuition,Part_time_work,Any_Activity,activity_alone,activity_independent,Q15R,weekend,RTI,RTI_Consult
56,13,Boy,7,private, ,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,With a parent or other adult,On Your own or with other young person,On Your own or with other young person,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,1,0
57,13,Boy,7,private, ,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,Not Done,Not Done,On Your own or with other young person,On Your own or with other young person,On Your own or with other young person,Not Done,On Your own or with other young person,With a parent or other adult,Not Done,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
569,17,Girl,10,private,morning shift only,Motorcycle,2 or 3 wheelers,Mix,Mix,Mix,< 5 mins,15 min or less,Walk,2 or 3 wheelers,Child of same age or younger,Sometime,yes,no,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,1,1
58,14,Boy,7,private, ,Motorcycle,2 or 3 wheelers,Another adult,Another Adult,Merged Parent and Adult,31 to 45 mins,more than 30 min,Motorbike,2 or 3 wheelers,Another adult,Always,yes,yes,Not Done,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,0,0
551,12,Boy,7,private,morning shift only,Motorcycle,2 or 3 wheelers,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,0
549,12,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,no,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
59,13,Boy,7,private, ,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Never,no,no,Not Done,Not Done,On Your own or with other young person,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,0,0
539,13,Girl,7,private,morning shift only,Motorcycle,2 or 3 wheelers,Parent,Parent,Merged Parent and Adult,< 5 mins,15 min or less,Walk,walk,Parent,Always,no,no,Not Done,On Your own or with other young person,Not Done,On Your own or with other young person,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,0,0
548,13,Boy,7,private,morning shift only,walk,walk,Parent,Parent,Merged Parent and Adult,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,no,no,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
547,13,Boy,7,private,morning shift only,Motorcycle,2 or 3 wheelers,Parent,Parent,Merged Parent and Adult,< 5 mins,15 min or less,Motorbike,2 or 3 wheelers,Parent,Sometime,no,no,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
546,14,Boy,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,no,no,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,0
542,12,Girl,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,no,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,1
60,11,Boy,7,private, ,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Child of same age or younger,Always,no,no,With a parent or other adult,On Your own or with other young person,On Your own or with other young person,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,0,0
61,12,Boy,7,private, ,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Never,no,no,Not Done,On Your own or with other young person,On Your own or with other young person,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Mix,mix,2,There was an activity,activity,1,1
63,13,Girl,7,private,both morning and evening shifts,walk,walk,Child of same age or younger,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Child of same age or younger,Never,no,no,Not Done,On Your own or with other young person,Not Done,With a parent or other adult,On Your own or with other young person,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,1,0
66,14,Boy,7,private,both morning and evening shifts,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Always,no,no,Not Done,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,0,0
67,14,Boy,7,private,both morning and evening shifts,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,no,no,With a parent or other adult,Not Done,On Your own or with other young person,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,0,0
74,13,Girl,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Never,no,no,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
75,13,Girl,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Never,no,no,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
79,12,Girl,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,no,no,With a parent or other adult,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
87,14,Girl,7,private,morning shift only,Motorcycle,2 or 3 wheelers,Mix,Mix,Mix,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,yes,no,Not Done,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
631,12,Boy,7,private,morning shift only,walk,walk,Mix,Mix,Mix,< 5 mins,15 min or less,Walk,walk,Older child / teenager,Never,yes,no,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
88,14,Girl,7,private,morning shift only,walk,walk,Another adult,Another Adult,Merged Parent and Adult,< 5 mins,15 min or less,Walk,walk,Another adult,Sometime,no,no,With a parent or other adult,On Your own or with other young person,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
632,14,Boy,7,private,morning shift only,Car,four wheelers,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,School Van,4 wheelers,Mix,Sometime,no,no,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
90,14,Girl,7,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Car,4 wheelers,Another adult,Always,yes,no,With a parent or other adult,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,0,0
615,13,Girl,7,private,morning shift only,walk,walk,Older child / teenager,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Child of same age or younger,Sometime,yes,no,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
634,12,Boy,7,private,morning shift only,school bus/van,four wheelers,Parent,Parent,Merged Parent and Adult,5 to 15 mins,15 min or less,School Van,4 wheelers,Parent,Sometime,yes,no,Not Done,Not Done,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,0,0
760,15,Boy,8,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Sometime,yes,no,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,With a parent or other adult,visit alone,1,There was an activity,activity,1,0
92,14,Boy,8,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,< 5 mins,15 min or less,Walk,walk,Travelling home alone,Never,no,no,On Your own or with other young person,On Your own or with other young person,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Mix,mix,2,There was an activity,activity,1,1
95,13,Boy,8,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,With a parent or other adult,With a parent or other adult,With a parent or other adult,With a parent or other adult,On Your own or with other young person,On Your own or with other young person,With a parent or other adult,With a parent or other adult,Not Done,With a parent or other adult,Not Done,Not Done,With a parent or other adult,With a parent or other adult,With a parent or other adult,Not Done,Mix,mix,2,There was an activity,activity,0,0
745,15,Boy,8,private,morning shift only,walk,walk,Travelled on my own,Alone/Same Age,Alone/Same Age,5 to 15 mins,15 min or less,Walk,walk,Travelling home alone,Always,yes,yes,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,Not Done,On Your own or with other young person,visit with adult,2,There was an activity,activity,1,0
